"","Specificity","Sensitivity","Outcome","Dataset"
"mRNA.X.0.2665.0.2673.",0,9.375,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.2651.0.2665.",0,10,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.2638.0.2651.",0,10.625,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.2624.0.2638.",0,11.25,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.2607.0.2624.",0,11.875,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.2597.0.2607.",0,12.5,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.2587.0.2597.",0,13.125,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.2562.0.2587.",0,13.75,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.2528.0.2562.",0,14.375,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.2505.0.2528.",0,15,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.2494.0.2505.",0,15.625,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.2491.0.2494.",0,16.25,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.2482.0.2491.",0,16.875,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.247.0.2482.",0,17.5,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.2436.0.247.",0,18.125,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.2406.0.2436.",0,18.75,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.2402.0.2406.",0,19.375,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.235.0.2402.",0,20,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.2275.0.235.",0,20.625,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.2235.0.2275.",0,21.25,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.2205.0.2235.",0,21.875,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.2184.0.2205.",0,22.5,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.2169.0.2184.",0,23.125,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.2137.0.2169.",0,23.75,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.2084.0.2137.",0,24.375,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.202.0.2084.",0,25,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.1984.0.202.",0,25.625,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.1966.0.1984.",0,26.25,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.1942.0.1966.",0,26.875,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.1934.0.1942.",0,27.5,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.1908.0.1934.",0,28.125,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.1852.0.1908.",0,28.75,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.181.0.1852.",0,29.375,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.1775.0.181.",0,30,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.1741.0.1775.",0,30.625,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.1715.0.1741.",0,31.25,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.1677.0.1715.",0,31.875,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.1637.0.1677.",0,32.5,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.162.0.1637.",0,33.125,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.1573.0.162.",0,33.75,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.1504.0.1573.",0,34.375,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.146.0.1504.",0,35,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.1408.0.146.",0,35.625,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.1374.0.1408.",0,36.25,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.1346.0.1374.",0,36.875,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.1313.0.1346.",0,37.5,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.1296.0.1313.",0,38.125,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.1282.0.1296.",0,38.75,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.1233.0.1282.",0,39.375,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.1187.0.1233.",0,40,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.1152.0.1187.",0,40.625,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.1077.0.1152.",0,41.25,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.09433.0.1077.",0,41.875,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.08481.0.09433.",0,42.5,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.08022.0.08481.",0,43.125,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.07324.0.08022.",0,43.75,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.06311.0.07324.",0,44.375,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.05072.0.06311.",0,45,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.03557.0.05072.",0,45.625,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.02167.0.03557.",0,46.25,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X..0.0312.0.02167.",0,46.875,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X..Inf..0.0312.",0,47.5,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.1",0,48.125,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.7444..Inf.",100,100,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X.0.5696.0.7444.",98.780487804878,100,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X.0.5602.0.5696.",97.5609756097561,100,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X.0.5314.0.5602.",96.3414634146341,100,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X.0.4658.0.5314.",95.1219512195122,100,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X.0.4219.0.4658.",93.9024390243902,100,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X.0.3873.0.4219.",92.6829268292683,100,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X.0.3555.0.3873.",91.4634146341463,100,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X.0.3517.0.3555.",90.2439024390244,100,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X.0.3121.0.3517.",89.0243902439024,100,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X.0.2719.0.3121.",87.8048780487805,100,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X.0.2604.0.2719.",86.5853658536585,100,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X.0.2482.0.2604.",85.3658536585366,100,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X.0.2442.0.2482.",84.1463414634146,100,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X.0.2403.0.2442.",82.9268292682927,100,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X.0.2317.0.2403.",81.7073170731707,100,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X.0.2183.0.2317.",80.4878048780488,100,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X.0.2027.0.2183.",79.2682926829268,100,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X.0.1877.0.2027.",78.0487804878049,100,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X.0.1662.0.1877.",76.8292682926829,100,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X.0.1422.0.1662.",75.609756097561,100,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X.0.1264.0.1422.",74.390243902439,100,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X.0.1199.0.1264.",73.1707317073171,100,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X.0.1117.0.1199.",71.9512195121951,100,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X.0.1009.0.1117.",70.7317073170732,100,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X.0.0927.0.1009.",69.5121951219512,100,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X.0.07831.0.0927.",68.2926829268293,100,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X.0.05064.0.07831.",67.0731707317073,100,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X.0.02743.0.05064.",65.8536585365854,100,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X.0.01632.0.02743.",64.6341463414634,100,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X.0.005844.0.01632.",63.4146341463415,100,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.005565.0.005844.",62.1951219512195,100,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.0243..0.005565.",60.9756097560976,100,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.045..0.0243.",59.7560975609756,100,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.05489..0.045.",58.5365853658537,100,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.06445..0.05489.",57.3170731707317,100,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.07608..0.06445.",56.0975609756098,100,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.087..0.07608.",54.8780487804878,100,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.1039..0.087.",53.6585365853658,100,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.1166..0.1039.",52.4390243902439,100,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.1304..0.1166.",51.219512195122,100,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.1428..0.1304.",50,100,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.1475..0.1428.",48.780487804878,100,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.158..0.1475.",47.5609756097561,98.9795918367347,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.1694..0.158.",47.5609756097561,100,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.1784..0.1694.",46.3414634146341,98.9795918367347,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.1873..0.1784.",45.1219512195122,98.9795918367347,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.1904..0.1873.",43.9024390243902,98.9795918367347,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.1909..0.1904.",42.6829268292683,98.9795918367347,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.1971..0.1909.",41.4634146341463,98.9795918367347,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.2043..0.1971.",40.2439024390244,98.9795918367347,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.2127..0.2043.",39.0243902439024,98.9795918367347,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.2209..0.2127.",37.8048780487805,98.9795918367347,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.2223..0.2209.",36.5853658536585,98.9795918367347,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.2258..0.2223.",35.3658536585366,98.9795918367347,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.2309..0.2258.",34.1463414634146,98.9795918367347,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.2359..0.2309.",32.9268292682927,97.9591836734694,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.242..0.2359.",32.9268292682927,98.9795918367347,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.2506..0.242.",31.7073170731707,97.9591836734694,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.2571..0.2506.",30.4878048780488,96.9387755102041,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.2579..0.2571.",30.4878048780488,97.9591836734694,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.2588..0.2579.",29.2682926829268,96.9387755102041,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.2614..0.2588.",28.0487804878049,96.9387755102041,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.2698..0.2614.",26.8292682926829,95.9183673469388,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.2764..0.2698.",26.8292682926829,96.9387755102041,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.2783..0.2764.",25.609756097561,95.9183673469388,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.3003..0.2783.",24.390243902439,95.9183673469388,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.3216..0.3003.",23.1707317073171,94.8979591836735,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.3235..0.3216.",23.1707317073171,95.9183673469388,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.3302..0.3235.",21.9512195121951,93.8775510204082,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.3372..0.3302.",21.9512195121951,94.8979591836735,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.3406..0.3372.",20.7317073170732,93.8775510204082,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.348..0.3406.",19.5121951219512,93.8775510204082,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.3655..0.348.",18.2926829268293,93.8775510204082,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.3776..0.3655.",17.0731707317073,91.8367346938776,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.3779..0.3776.",17.0731707317073,92.8571428571429,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.3817..0.3779.",17.0731707317073,93.8775510204082,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.3885..0.3817.",15.8536585365854,91.8367346938776,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.3918..0.3885.",14.6341463414634,90.8163265306122,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.392..0.3918.",14.6341463414634,91.8367346938776,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.3955..0.392.",13.4146341463415,90.8163265306122,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.3995..0.3955.",12.1951219512195,90.8163265306122,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.4006..0.3995.",10.9756097560976,90.8163265306122,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.4092..0.4006.",9.75609756097559,90.8163265306122,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.4205..0.4092.",8.5365853658537,89.7959183673469,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.4288..0.4205.",8.5365853658537,90.8163265306122,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.4373..0.4288.",7.3170731707317,89.7959183673469,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.4419..0.4373.",6.0975609756098,86.734693877551,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.4452..0.4419.",6.0975609756098,87.7551020408163,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.4654..0.4452.",6.0975609756098,88.7755102040816,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.4882..0.4654.",6.0975609756098,89.7959183673469,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.4931..0.4882.",4.8780487804878,82.6530612244898,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.4993..0.4931.",4.8780487804878,83.6734693877551,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.5111..0.4993.",4.8780487804878,84.6938775510204,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.5205..0.5111.",4.8780487804878,85.7142857142857,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.5258..0.5205.",4.8780487804878,86.734693877551,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.5288..0.5258.",3.65853658536591,82.6530612244898,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.53..0.5288.",2.4390243902439,82.6530612244898,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.5346..0.53.",1.21951219512199,78.5714285714286,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.5534..0.5346.",1.21951219512199,79.5918367346939,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.5778..0.5534.",1.21951219512199,80.6122448979592,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.5882..0.5778.",1.21951219512199,81.6326530612245,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.5929..0.5882.",1.21951219512199,82.6530612244898,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.6018..0.5929.",0,0,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.6196..0.6018.",0,1.02040816326531,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.6359..0.6196.",0,2.04081632653061,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.6442..0.6359.",0,3.06122448979592,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.6498..0.6442.",0,4.08163265306122,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.6637..0.6498.",0,5.10204081632653,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.6804..0.6637.",0,6.12244897959184,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.6892..0.6804.",0,7.14285714285714,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.6996..0.6892.",0,8.16326530612245,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.7047..0.6996.",0,9.18367346938776,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.7054..0.7047.",0,10.2040816326531,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.7059..0.7054.",0,11.2244897959184,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.7147..0.7059.",0,12.2448979591837,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.7237..0.7147.",0,13.265306122449,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.7276..0.7237.",0,14.2857142857143,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.7312..0.7276.",0,15.3061224489796,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.7317..0.7312.",0,16.3265306122449,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.7377..0.7317.",0,17.3469387755102,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.7517..0.7377.",0,18.3673469387755,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.7642..0.7517.",0,19.3877551020408,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.7696..0.7642.",0,20.4081632653061,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.7719..0.7696.",0,21.4285714285714,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.7752..0.7719.",0,22.4489795918367,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.7781..0.7752.",0,23.469387755102,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.7868..0.7781.",0,24.4897959183673,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.7982..0.7868.",0,25.5102040816327,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.8073..0.7982.",0,26.530612244898,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.8167..0.8073.",0,27.5510204081633,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.8214..0.8167.",0,28.5714285714286,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.8248..0.8214.",0,29.5918367346939,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.8309..0.8248.",0,30.6122448979592,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.8359..0.8309.",0,31.6326530612245,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.8382..0.8359.",0,32.6530612244898,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.8467..0.8382.",0,33.6734693877551,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.8579..0.8467.",0,34.6938775510204,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.8667..0.8579.",0,35.7142857142857,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.8716..0.8667.",0,36.734693877551,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.8727..0.8716.",0,37.7551020408163,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.8769..0.8727.",0,38.7755102040816,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.884..0.8769.",0,39.7959183673469,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.8942..0.884.",0,40.8163265306122,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.9014..0.8942.",0,41.8367346938776,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.9051..0.9014.",0,42.8571428571429,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.91..0.9051.",0,43.8775510204082,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.9134..0.91.",0,44.8979591836735,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.9188..0.9134.",0,45.9183673469388,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.9259..0.9188.",0,46.9387755102041,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.9292..0.9259.",0,47.9591836734694,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.9347..0.9292.",0,48.9795918367347,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.9437..0.9347.",0,50,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.9526..0.9437.",0,51.0204081632653,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.9616..0.9526.",0,52.0408163265306,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..0.9854..0.9616.",0,53.0612244897959,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..1.018..0.9854.",0,54.0816326530612,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..1.048..1.018.",0,55.1020408163265,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..1.07..1.048.",0,56.1224489795918,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..1.08..1.07.",0,57.1428571428571,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..1.098..1.08.",0,58.1632653061224,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..1.117..1.098.",0,59.1836734693878,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..1.141..1.117.",0,60.2040816326531,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..1.165..1.141.",0,61.2244897959184,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..1.18..1.165.",0,62.2448979591837,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..1.191..1.18.",0,63.265306122449,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..1.197..1.191.",0,64.2857142857143,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..1.201..1.197.",0,65.3061224489796,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..1.215..1.201.",0,66.3265306122449,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..1.228..1.215.",0,67.3469387755102,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..1.237..1.228.",0,68.3673469387755,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..1.248..1.237.",0,69.3877551020408,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..1.256..1.248.",0,70.4081632653061,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..1.282..1.256.",0,71.4285714285714,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..1.321..1.282.",0,72.4489795918367,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..1.358..1.321.",0,73.469387755102,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..1.404..1.358.",0,74.4897959183674,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..1.432..1.404.",0,75.5102040816326,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..1.525..1.432.",0,76.530612244898,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X..Inf..1.525.",0,77.5510204081633,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X.2",0,78.5714285714286,"Luminal A vs Other(s): 0.9711","mRNA"
"mRNA.X.1.421..Inf.",100,100,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.1.325.1.421.",97.9591836734694,100,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.1.3.1.325.",95.9183673469388,100,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.1.275.1.3.",93.8775510204082,100,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.1.234.1.275.",91.8367346938775,99.236641221374,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.1.204.1.234.",91.8367346938775,100,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.1.193.1.204.",89.7959183673469,99.236641221374,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.1.186.1.193.",87.7551020408163,98.4732824427481,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.1.176.1.186.",87.7551020408163,99.236641221374,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.1.155.1.176.",85.7142857142857,97.7099236641221,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.1.134.1.155.",85.7142857142857,98.4732824427481,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.1.122.1.134.",83.6734693877551,97.7099236641221,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.1.107.1.122.",81.6326530612245,97.7099236641221,"Luminal B vs Other(s): 0.8766","mRNA"
